TransactionID,AccountNumber,TransactionType,Amount,TransactionDate,BranchCode,Currency,TransactionStatus,Channel,Fees,GeoLocation
773,920699.0,Withdrawal,9040.49,2024-09-26,128,GBP,Pending,Mobile App,7.63,"51.5074,-0.1278"
774,545578.0,Transfer,4604.53,2020-08-10,415,USD,Pending,Mobile App,0.08,
775,167797.0,Withdrawal,7088.26,2020-11-22,334,JPY,Reversed,Online Banking,9.56,"-33.8688,151.2093"
776,185353.0,Payment,4245.23,2023-09-25,37,USD,Failed,ATM,5.42,"40.7128,-74.006"
777,524795.0,Withdrawal,4276.73,2019-02-16,12,GBP,Completed,ATM,3.31,"51.5074,-0.1278"
778,518989.0,Deposit,1061.38,2019-10-05,17,JPY,Failed,Online Banking,8.6,"35.6895,139.6917"
779,734063.0,Deposit,425.36,2024-11-26,465,JPY,Pending,Online Banking,4.85,"35.6895,139.6917"
780,519898.0,Transfer,535.94,2021-08-29,58,GBP,Reversed,Mobile App,9.11,"51.5074,-0.1278"
781,790064.0,Transfer,5594.13,2020-08-12,15,USD,Failed,ATM,5.67,"40.7128,-74.006"
782,204982.0,Payment,9847.73,2024-02-27,268,USD,Pending,POS,0.59,"40.7128,-74.006"
783,958711.0,Transfer,4430.88,2021-07-21,150,GBP,Completed,POS,,"51.5074,-0.1278"
784,891475.0,Payment,7069.82,2019-04-15,51,EUR,Completed,POS,8.16,"52.52,13.405"
785,974334.0,Withdrawal,7123.88,2019-07-28,329,JPY,Reversed,Mobile App,7.1,"35.6895,139.6917"
786,891320.0,Transfer,1018.68,2019-08-04,86,GBP,Failed,Online Banking,9.02,"48.8566,2.3522"
787,550958.0,Payment,9944.9,2024-12-08,115,AUD,Pending,Mobile App,7.28,"-33.8688,151.2093"
788,319067.0,Transfer,2610.9,2020-07-12,49,EUR,Completed,Mobile App,9.7,"52.52,13.405"
789,183246.0,Deposit,9230.95,2021-11-27,415,USD,Reversed,Online Banking,5.96,"40.7128,-74.006"
790,327104.0,Transfer,1174.6,2024-07-18,17,GBP,Pending,Mobile App,6.95,"51.5074,-0.1278"
791,904017.0,Payment,9411.78,2020-07-06,14,GBP,Failed,Online Banking,3.46,"51.5074,-0.1278"
792,915259.0,Transfer,1839.26,2020-02-09,131,USD,Pending,POS,0.56,"40.7128,-74.006"
793,775282.0,Transfer,7384.6,2022-12-08,53,EUR,Reversed,Branch,5.02,"52.52,13.405"
794,993062.0,Transfer,5309.22,2024-05-20,143,JPY,Pending,Branch,9.77,"35.6895,139.6917"
795,499889.0,Transfer,3222.85,2024-04-28,402,GBP,Completed,ATM,0.81,"51.5074,-0.1278"
796,443709.0,Deposit,605.14,2022-03-04,405,USD,Pending,ATM,1.62,"40.7128,-74.006"
797,661073.0,Deposit,9734.77,2022-07-05,438,GBP,Completed,POS,9.96,"51.5074,-0.1278"
798,468728.0,Withdrawal,3431.58,2024-11-26,167,GBP,Pending,POS,9.74,"51.5074,-0.1278"
799,922485.0,Deposit,7351.25,2020-01-21,493,JPY,Completed,ATM,4.07,"35.6895,139.6917"
800,707002.0,Withdrawal,3008.9,2021-03-12,454,AUD,Completed,Branch,8.91,"-33.8688,151.2093"
801,361221.0,Payment,940.05,2023-01-10,173,USD,Reversed,Mobile App,8.1,"40.7128,-74.006"
802,756829.0,Transfer,9365.49,2021-07-23,97,CAD,Pending,Branch,7.61,"43.65107,-79.347015"
803,104309.0,Deposit,3869.83,2024-02-16,329,EUR,Failed,POS,4.22,"52.52,13.405"
804,102740.0,Payment,8469.43,2019-06-29,298,AED,Failed,Branch,2.71,"25.276987,55.296249"
805,945941.0,Deposit,1619.08,2024-04-09,119,AUD,Pending,POS,4.6,"-33.8688,151.2093"
806,194601.0,Deposit,5725.08,2019-09-19,195,ZAR,Pending,Online Banking,4.24,"-33.9249,18.4241"
807,809492.0,Withdrawal,7429.87,2019-10-19,20,EUR,Reversed,Online Banking,8.91,"52.52,13.405"
808,788262.0,,7271.66,2023-08-27,173,GBP,Failed,Mobile App,0.99,"51.5074,-0.1278"
809,896185.0,Deposit,2118.3,2022-01-15,434,JPY,Completed,Branch,2.0,"48.8566,2.3522"
810,448652.0,Payment,4032.34,2021-01-01,308,AED,Completed,Mobile App,2.68,"25.276987,55.296249"
811,734977.0,Deposit,3070.91,2024-07-23,200,CAD,Completed,ATM,0.42,"43.65107,-79.347015"
812,792010.0,Transfer,2486.05,2022-07-08,353,JPY,Reversed,ATM,5.64,"35.6895,139.6917"
813,222713.0,Deposit,1581.44,2019-12-20,190,INR,Failed,Mobile App,8.39,"19.076,72.8777"
814,866152.0,Transfer,416.97,2024-08-30,206,ZAR,Failed,POS,0.78,"-33.9249,18.4241"
815,260707.0,Payment,9878.02,2021-06-20,232,EUR,Failed,ATM,3.53,"40.7128,-74.006"
816,636209.0,Withdrawal,8893.53,2019-04-20,14,USD,Completed,Online Banking,3.2,"51.5074,-0.1278"
817,511550.0,Payment,842.63,2022-08-13,49,USD,Reversed,Online Banking,8.75,"40.7128,-74.006"
818,149773.0,Deposit,5977.9,2020-12-30,229,INR,Reversed,Mobile App,9.02,"19.076,72.8777"
819,236189.0,Payment,6658.95,2022-07-14,289,GBP,Pending,Mobile App,3.9,"51.5074,-0.1278"
820,967317.0,Withdrawal,2197.18,2020-07-13,139,BRL,Reversed,Mobile App,2.89,"-23.5505,-46.6333"
821,167736.0,Transfer,5853.58,2021-08-04,119,BRL,Reversed,Branch,3.39,"51.5074,-0.1278"
822,421023.0,Transfer,6760.24,2024-11-13,223,SGD,Pending,Online Banking,0.8,
823,570975.0,Transfer,2851.44,2019-02-18,35,EUR,Completed,Online Banking,,"52.52,13.405"
824,313099.0,Payment,4642.36,2021-11-03,70,AED,Failed,POS,8.99,"25.276987,55.296249"
825,291722.0,Withdrawal,463.62,2023-06-26,209,ZAR,Failed,Online Banking,7.97,"-33.9249,18.4241"
826,138700.0,Deposit,6177.43,2022-10-16,268,EUR,Failed,Mobile App,7.87,"52.52,13.405"
827,795464.0,Deposit,9826.88,2024-12-24,142,AUD,Reversed,POS,2.33,"-33.8688,151.2093"
828,669438.0,,9809.25,2022-11-01,294,BRL,Pending,Mobile App,2.75,
829,774848.0,Payment,2024.23,2024-11-13,103,BRL,Failed,POS,7.22,"-23.5505,-46.6333"
830,875265.0,,9022.87,2021-11-22,260,BRL,Completed,ATM,5.96,"-23.5505,-46.6333"
831,468185.0,Payment,7251.38,2021-05-14,181,INR,Reversed,Branch,7.56,"19.076,72.8777"
832,177092.0,Deposit,4603.77,2022-04-11,20,INR,Reversed,ATM,1.45,"40.7128,-74.006"
833,505534.0,Deposit,4862.81,2022-02-28,210,AED,Pending,Mobile App,2.66,"25.276987,55.296249"
834,331550.0,Withdrawal,1956.51,2024-04-23,313,AED,Completed,ATM,2.18,"25.276987,55.296249"
835,261077.0,Payment,7051.79,2019-08-14,431,AUD,Failed,Mobile App,3.84,"35.6895,139.6917"
836,113766.0,Deposit,2363.02,2020-02-28,173,GBP,Failed,ATM,2.64,"51.5074,-0.1278"
837,748445.0,Deposit,493.97,2021-01-19,457,JPY,Completed,Branch,6.21,"-33.9249,18.4241"
838,803626.0,Payment,4220.05,2022-08-15,37,JPY,Failed,ATM,8.05,"35.6895,139.6917"
839,576176.0,Transfer,5443.73,2023-09-17,32,ZAR,Pending,Branch,3.42,"-33.9249,18.4241"
840,846921.0,Payment,402.17,2024-06-29,129,JPY,Pending,Mobile App,7.23,"35.6895,139.6917"
841,455469.0,Withdrawal,6928.11,2021-01-24,464,AUD,Reversed,POS,4.29,"-33.8688,151.2093"
842,636756.0,Withdrawal,6883.16,2020-06-04,377,EUR,Failed,POS,8.55,"48.8566,2.3522"
843,857233.0,Withdrawal,5744.74,2019-10-26,299,GBP,Pending,Branch,4.71,"-33.8688,151.2093"
844,874519.0,Withdrawal,111.17,2021-01-09,288,EUR,Failed,Branch,1.5,"52.52,13.405"
845,295743.0,Deposit,4643.43,2024-04-07,496,ZAR,Completed,Online Banking,9.59,"-33.9249,18.4241"
846,770530.0,Deposit,1769.91,2024-03-03,142,AED,Pending,Mobile App,4.67,"-33.9249,18.4241"
847,986527.0,Transfer,6455.14,2022-06-28,159,ZAR,Reversed,Online Banking,8.88,"51.5074,-0.1278"
848,673258.0,Withdrawal,9076.34,2022-08-05,350,GBP,Pending,Online Banking,1.62,"51.5074,-0.1278"
849,910264.0,Deposit,7078.19,2023-05-02,470,ZAR,Pending,POS,1.85,"-33.9249,18.4241"
850,732065.0,Deposit,5642.48,2021-03-12,185,USD,Completed,Online Banking,7.35,"40.7128,-74.006"
851,691404.0,Withdrawal,5780.8,2021-02-07,410,GBP,Reversed,,8.24,"51.5074,-0.1278"
852,391010.0,Transfer,5845.07,2024-05-03,274,INR,Failed,Online Banking,1.89,"19.076,72.8777"
853,429617.0,Transfer,8136.18,2020-12-18,245,JPY,Completed,Branch,0.79,"-33.8688,151.2093"
854,903185.0,Transfer,5321.47,2023-10-07,163,AED,Reversed,Online Banking,3.04,"25.276987,55.296249"
855,237372.0,Payment,3550.24,2023-04-24,14,EUR,Failed,POS,9.58,"52.52,13.405"
856,209662.0,Deposit,5583.94,2022-06-16,229,ZAR,Completed,Online Banking,5.07,"-33.9249,18.4241"
857,750084.0,Withdrawal,2306.67,2020-08-01,396,USD,Reversed,POS,1.28,"51.5074,-0.1278"
858,757715.0,Withdrawal,7552.86,2023-03-05,245,AED,Failed,Mobile App,9.2,"25.276987,55.296249"
859,830818.0,Withdrawal,5385.31,2024-08-23,235,ZAR,Reversed,POS,9.36,"-33.9249,18.4241"
860,505683.0,Transfer,8653.05,2023-04-16,319,SGD,Completed,POS,5.48,"-33.8688,151.2093"
861,877605.0,Withdrawal,4186.6,2024-05-02,90,CAD,Failed,POS,6.49,
862,849565.0,Payment,7829.06,2021-05-13,328,SGD,Completed,Mobile App,8.21,"35.6895,139.6917"
863,127375.0,Payment,7168.89,2020-10-24,122,USD,Pending,Online Banking,0.71,"43.65107,-79.347015"
864,590000.0,Withdrawal,4065.28,2019-01-26,202,AED,Failed,Online Banking,4.15,"25.276987,55.296249"
865,538439.0,Withdrawal,5981.51,2019-08-25,251,SGD,Reversed,POS,5.47,"1.3521,103.8198"
866,600305.0,Transfer,1357.33,2019-10-02,486,BRL,Reversed,Mobile App,4.73,"-23.5505,-46.6333"
867,169484.0,,9746.44,2020-07-18,500,SGD,Pending,POS,9.65,"1.3521,103.8198"
868,236866.0,Withdrawal,2001.13,2019-03-18,27,EUR,Pending,,8.87,"48.8566,2.3522"
869,969791.0,Deposit,5133.51,2024-02-28,295,USD,Pending,Branch,0.74,"40.7128,-74.006"
870,662188.0,Payment,6318.45,2021-03-17,126,ZAR,Reversed,POS,2.4,"-33.9249,18.4241"
871,572849.0,Payment,4760.98,2020-10-15,154,EUR,Completed,POS,1.9,"48.8566,2.3522"
872,919142.0,Transfer,9417.48,2021-09-18,449,EUR,Failed,ATM,0.11,"48.8566,2.3522"
873,489604.0,Deposit,9848.84,2019-06-02,436,AUD,Reversed,,6.61,"-33.8688,151.2093"
874,962508.0,Withdrawal,5177.2,2023-08-31,151,EUR,Reversed,Branch,0.49,"52.52,13.405"
875,345339.0,Withdrawal,2989.53,2024-01-19,96,SGD,Reversed,Online Banking,4.27,"1.3521,103.8198"
876,159472.0,Transfer,7311.04,2023-01-19,365,AUD,Failed,Online Banking,2.45,"-33.8688,151.2093"
877,136968.0,Withdrawal,4730.79,2022-10-18,272,SGD,Reversed,POS,5.11,"1.3521,103.8198"
878,292756.0,Transfer,6988.61,2024-11-22,200,INR,Completed,POS,7.65,"19.076,72.8777"
879,662609.0,Transfer,8251.34,2024-01-18,111,SGD,Reversed,Branch,1.38,
880,835165.0,Withdrawal,8412.98,2023-06-22,469,CAD,Reversed,Branch,4.63,"43.65107,-79.347015"
881,241691.0,Deposit,5052.07,2023-07-07,133,EUR,Completed,Branch,1.37,"52.52,13.405"
882,116183.0,Deposit,4369.91,2022-01-07,399,SGD,Failed,Branch,6.78,"1.3521,103.8198"
883,525096.0,Withdrawal,5860.5,2019-09-23,361,GBP,Pending,Mobile App,8.95,"51.5074,-0.1278"
884,318757.0,Deposit,8210.69,2019-10-24,470,CAD,Failed,POS,2.67,"43.65107,-79.347015"
885,581533.0,Deposit,1461.73,2021-06-26,136,SGD,Reversed,Branch,9.0,"1.3521,103.8198"
886,295013.0,Payment,169.75,2020-01-21,288,INR,Failed,Online Banking,0.1,"19.076,72.8777"
887,988470.0,Deposit,2342.13,2023-03-08,299,SGD,Pending,POS,3.1,"1.3521,103.8198"
888,170718.0,Transfer,8373.87,2024-09-28,74,JPY,Reversed,Branch,,"35.6895,139.6917"
889,412963.0,Transfer,753.01,2021-07-23,482,USD,Reversed,Branch,7.89,"40.7128,-74.006"
890,521815.0,Deposit,6462.19,2021-03-09,270,AUD,Failed,POS,3.58,"-33.8688,151.2093"
891,291029.0,Deposit,2138.07,2019-10-30,138,USD,Pending,Branch,4.34,"40.7128,-74.006"
892,857559.0,Payment,8685.92,2022-12-25,314,CAD,Pending,Branch,3.42,"43.65107,-79.347015"
893,620146.0,Transfer,335.64,2023-11-03,293,AUD,Pending,ATM,7.27,"-33.8688,151.2093"
894,343434.0,Payment,8147.77,2021-09-16,243,INR,Reversed,POS,7.57,"19.076,72.8777"
895,427012.0,Payment,5419.0,2020-11-09,11,CAD,Failed,ATM,2.35,"43.65107,-79.347015"
896,977616.0,Deposit,7043.97,2019-03-05,447,AED,Completed,Online Banking,1.18,"25.276987,55.296249"
897,484880.0,Transfer,1190.35,2019-05-14,167,AUD,Pending,POS,7.66,"51.5074,-0.1278"
898,118095.0,Payment,1993.44,2022-01-05,301,JPY,Reversed,Mobile App,7.77,"35.6895,139.6917"
899,109030.0,Transfer,4172.75,2022-02-04,495,INR,Failed,Online Banking,6.81,"19.076,72.8777"
900,400456.0,Deposit,1907.86,2023-08-18,275,USD,Reversed,POS,6.62,"40.7128,-74.006"
901,974858.0,Transfer,7711.1,2022-06-22,291,BRL,Completed,Mobile App,3.32,"-23.5505,-46.6333"
902,553172.0,Payment,7273.14,2022-07-25,202,USD,Reversed,Online Banking,6.25,"40.7128,-74.006"
903,688976.0,Withdrawal,1896.75,2021-04-26,381,GBP,Reversed,ATM,7.19,"51.5074,-0.1278"
904,224728.0,Deposit,5472.45,2020-08-06,418,INR,Reversed,,2.95,"19.076,72.8777"
905,936219.0,Withdrawal,5332.41,2021-10-31,391,SGD,Reversed,Branch,5.32,"1.3521,103.8198"
906,445778.0,Withdrawal,1410.24,2022-09-17,250,GBP,Pending,Mobile App,5.94,"51.5074,-0.1278"
907,417734.0,Payment,7373.72,2024-09-14,177,AUD,Completed,POS,0.92,"-33.8688,151.2093"
908,313829.0,Withdrawal,6622.31,2022-02-08,345,USD,Failed,ATM,8.58,"40.7128,-74.006"
909,761325.0,Transfer,9454.18,2022-04-20,100,JPY,Pending,ATM,7.49,"-23.5505,-46.6333"
910,907643.0,Withdrawal,6962.11,2024-03-18,140,SGD,Failed,Mobile App,4.27,"1.3521,103.8198"
911,704636.0,Transfer,1672.35,2023-04-27,254,EUR,Completed,Mobile App,6.99,"48.8566,2.3522"
912,244234.0,Withdrawal,6685.54,2022-04-21,85,EUR,Completed,Mobile App,8.92,"48.8566,2.3522"
913,637529.0,Withdrawal,1218.04,2024-08-21,396,GBP,Pending,Branch,9.82,"51.5074,-0.1278"
914,322396.0,Deposit,978.38,2021-01-28,411,CAD,Reversed,Online Banking,7.88,"43.65107,-79.347015"
915,230244.0,Payment,9976.24,2023-11-11,307,GBP,Failed,Branch,7.11,"-33.8688,151.2093"
916,701142.0,Withdrawal,8340.19,2020-10-20,288,BRL,Completed,Mobile App,6.89,"-23.5505,-46.6333"
917,677613.0,Deposit,2633.08,2020-03-01,380,CAD,Pending,ATM,1.57,"43.65107,-79.347015"
918,215373.0,Deposit,8673.26,2021-09-08,142,ZAR,Reversed,Online Banking,3.05,"-33.9249,18.4241"
919,899323.0,Deposit,1924.42,2023-03-27,21,GBP,Pending,POS,3.53,"51.5074,-0.1278"
920,597786.0,Deposit,7607.95,2019-08-13,395,ZAR,Failed,Online Banking,5.22,"-33.9249,18.4241"
921,981527.0,Payment,9169.2,2021-11-09,368,BRL,Reversed,Branch,1.12,"-23.5505,-46.6333"
922,398025.0,Payment,770.9,2023-08-02,114,JPY,Completed,POS,3.3,"35.6895,139.6917"
923,108640.0,Transfer,9276.31,2021-08-21,38,GBP,Failed,ATM,7.65,"43.65107,-79.347015"
924,642952.0,Deposit,515.4,2024-06-21,219,BRL,Failed,Online Banking,8.43,"-23.5505,-46.6333"
925,785921.0,Deposit,6997.41,2021-06-12,97,BRL,Failed,ATM,5.98,"-23.5505,-46.6333"
926,198433.0,Withdrawal,2513.24,2021-04-14,96,AED,Pending,POS,2.35,
927,858632.0,Withdrawal,8971.4,2022-03-27,214,USD,Reversed,ATM,1.03,"40.7128,-74.006"
928,191677.0,Withdrawal,6246.64,2019-03-05,482,CAD,Failed,POS,8.29,"43.65107,-79.347015"
929,583491.0,Payment,555.65,2020-10-11,300,GBP,Reversed,Online Banking,3.59,"51.5074,-0.1278"
930,427112.0,Withdrawal,6707.37,2022-11-30,216,INR,Completed,Online Banking,1.48,"19.076,72.8777"
931,670604.0,Payment,7903.78,2022-05-30,79,USD,Completed,Online Banking,0.86,"40.7128,-74.006"
932,873813.0,Payment,7634.29,2020-01-17,195,EUR,Failed,,3.05,"52.52,13.405"
933,942320.0,Deposit,9742.88,2023-04-10,257,SGD,Failed,POS,1.82,"1.3521,103.8198"
934,171603.0,Payment,5311.58,2020-02-23,166,ZAR,Reversed,ATM,7.99,"-33.9249,18.4241"
935,905646.0,Transfer,1209.13,2019-08-01,288,USD,Completed,Branch,,"40.7128,-74.006"
936,428294.0,Payment,4777.58,2024-02-22,478,SGD,Completed,Online Banking,4.22,"1.3521,103.8198"
937,507109.0,Withdrawal,4094.77,2021-11-29,329,AUD,Failed,Mobile App,9.63,"-33.8688,151.2093"
938,122823.0,Withdrawal,8567.48,2023-01-17,410,EUR,Completed,POS,3.55,"48.8566,2.3522"
939,338068.0,Transfer,6607.94,2023-04-04,236,EUR,Completed,Branch,4.04,"52.52,13.405"
940,123873.0,Deposit,5237.15,2022-07-11,33,EUR,Reversed,Online Banking,8.71,
941,788283.0,Payment,1017.3,2022-05-16,386,AED,Pending,,8.41,"25.276987,55.296249"
942,217362.0,Withdrawal,664.87,2019-12-30,251,JPY,Reversed,ATM,6.11,"35.6895,139.6917"
943,458827.0,Transfer,9120.55,2021-09-11,432,ZAR,Completed,Branch,6.09,"35.6895,139.6917"
944,117189.0,Transfer,3211.87,2021-10-23,146,SGD,Completed,ATM,5.36,"1.3521,103.8198"
945,558829.0,Deposit,199.88,2019-09-27,389,SGD,Reversed,Mobile App,8.94,"1.3521,103.8198"
946,895971.0,Payment,1075.8,2020-08-30,259,AUD,Reversed,Branch,9.7,"-33.8688,151.2093"
947,906027.0,Withdrawal,9710.35,2024-05-03,56,BRL,Failed,Branch,1.44,"-23.5505,-46.6333"
948,233841.0,Transfer,3665.04,2024-05-05,141,USD,Pending,Online Banking,9.5,"35.6895,139.6917"
949,844721.0,Deposit,3592.87,2023-05-27,257,CAD,Failed,ATM,5.76,"43.65107,-79.347015"
950,601837.0,Withdrawal,8028.42,2020-12-09,164,CAD,Completed,,3.93,"43.65107,-79.347015"
951,232946.0,Payment,3636.38,2020-05-25,499,INR,Reversed,ATM,6.06,"-33.8688,151.2093"
952,252201.0,Deposit,4444.05,2021-09-01,433,BRL,Completed,ATM,7.35,"-23.5505,-46.6333"
953,930496.0,Transfer,1945.43,2024-06-22,256,SGD,Completed,Online Banking,6.68,
954,265451.0,Transfer,6679.24,2024-05-24,60,EUR,Completed,POS,7.81,"52.52,13.405"
955,286475.0,Withdrawal,7916.92,2019-02-04,254,JPY,Failed,ATM,7.15,"1.3521,103.8198"
956,245994.0,Payment,8791.65,2022-09-09,87,JPY,Failed,,1.62,"48.8566,2.3522"
957,942969.0,Payment,6041.02,2022-07-06,424,JPY,Reversed,Mobile App,9.06,"35.6895,139.6917"
958,687781.0,Deposit,1518.77,2019-06-08,408,GBP,Completed,Online Banking,7.6,"51.5074,-0.1278"
959,432379.0,Withdrawal,2923.01,2024-09-28,224,BRL,Reversed,Online Banking,,"-23.5505,-46.6333"
960,845201.0,Deposit,1676.48,2024-05-18,143,AUD,Completed,Mobile App,3.13,"-33.8688,151.2093"
961,817437.0,Payment,6774.75,2024-05-02,342,EUR,Completed,POS,1.77,"48.8566,2.3522"
962,816767.0,Transfer,6202.96,2020-10-17,248,JPY,Reversed,,3.59,
963,973450.0,Transfer,5549.3,2024-10-24,201,EUR,Pending,Mobile App,7.18,"48.8566,2.3522"
964,936814.0,Deposit,7525.82,2022-11-08,283,JPY,Failed,ATM,5.22,
965,809213.0,Withdrawal,9616.24,2022-11-12,103,AUD,Reversed,Online Banking,1.86,"52.52,13.405"
966,213106.0,Transfer,5633.81,2019-05-03,135,SGD,Reversed,Mobile App,4.04,
967,427116.0,Withdrawal,2974.07,2023-07-09,479,BRL,Reversed,Online Banking,9.51,"-23.5505,-46.6333"
968,245886.0,Deposit,1737.2,2024-05-17,3,BRL,Completed,Online Banking,6.28,"-23.5505,-46.6333"
969,125775.0,Deposit,3083.81,2023-08-24,270,SGD,Completed,Online Banking,4.87,"1.3521,103.8198"
970,182020.0,Payment,4094.38,2023-03-20,279,SGD,Failed,POS,6.78,"1.3521,103.8198"
971,395799.0,Transfer,1081.47,2019-07-09,467,SGD,Failed,POS,0.71,"1.3521,103.8198"
972,893918.0,Transfer,664.95,2022-09-26,16,USD,Pending,Mobile App,8.16,"48.8566,2.3522"
973,890388.0,Transfer,2021.67,2022-09-28,250,BRL,Completed,Branch,0.64,"-23.5505,-46.6333"
974,438577.0,Withdrawal,8738.94,2024-09-11,174,INR,Failed,ATM,7.56,"19.076,72.8777"
975,617014.0,Payment,532.52,2023-10-04,478,CAD,Reversed,Mobile App,8.49,"43.65107,-79.347015"
976,734421.0,Deposit,6727.11,2022-11-05,240,INR,Failed,Branch,0.38,"19.076,72.8777"
977,204795.0,Deposit,2714.0,2022-02-01,108,BRL,Failed,ATM,9.64,"-23.5505,-46.6333"
978,865167.0,Transfer,5626.58,2023-07-14,126,CAD,Reversed,Mobile App,8.83,"43.65107,-79.347015"
979,290746.0,Deposit,4525.34,2023-02-23,43,SGD,Failed,POS,8.73,"1.3521,103.8198"
980,583081.0,Payment,185.5,2022-04-07,499,EUR,Pending,Branch,7.08,"52.52,13.405"
981,755352.0,Payment,9549.06,2020-05-18,92,GBP,Completed,Online Banking,,"51.5074,-0.1278"
982,994162.0,Deposit,6930.81,2022-11-06,237,EUR,Pending,POS,3.65,"52.52,13.405"
983,155924.0,Transfer,8533.95,2024-06-25,219,JPY,Reversed,Branch,8.79,"35.6895,139.6917"
984,172708.0,Payment,9524.58,2022-10-03,491,SGD,Reversed,Branch,7.83,"1.3521,103.8198"
985,899796.0,Deposit,1863.75,2024-12-22,142,ZAR,Pending,Branch,4.49,"-33.9249,18.4241"
986,132026.0,Withdrawal,9815.3,2022-03-12,94,EUR,Completed,,4.4,"52.52,13.405"
987,303228.0,Withdrawal,7992.71,2022-07-18,272,CAD,Failed,ATM,2.51,"52.52,13.405"
988,909520.0,Transfer,2624.78,2020-04-05,192,EUR,Reversed,Online Banking,5.02,"52.52,13.405"
989,871489.0,Deposit,2754.7,2024-07-10,471,ZAR,Completed,Mobile App,0.39,
990,233299.0,Payment,127.56,2019-11-14,181,BRL,Pending,POS,,"-23.5505,-46.6333"
991,947380.0,Deposit,1638.16,2023-04-08,137,ZAR,Failed,ATM,9.34,"-33.9249,18.4241"
992,637217.0,Deposit,4406.82,2020-08-28,107,ZAR,Completed,Branch,6.04,"-33.9249,18.4241"
993,517133.0,Transfer,9112.3,2023-08-07,182,GBP,Completed,Online Banking,9.45,"51.5074,-0.1278"
994,733940.0,Withdrawal,9840.45,2019-05-24,140,EUR,Completed,Branch,8.79,"52.52,13.405"
995,728444.0,Withdrawal,8601.95,2024-10-23,132,ZAR,Pending,POS,6.73,"-33.9249,18.4241"
996,372373.0,,1137.17,2024-03-02,261,ZAR,Failed,Mobile App,9.94,"-33.9249,18.4241"
997,689368.0,Deposit,8115.14,2020-03-12,216,GBP,Failed,Branch,3.71,"51.5074,-0.1278"
998,143224.0,Deposit,758.19,2024-08-26,499,ZAR,Completed,,1.94,"-33.9249,18.4241"
999,576936.0,Payment,3748.81,2020-10-10,443,USD,Reversed,Branch,8.29,"19.076,72.8777"
1000,361003.0,Payment,1019.94,2024-10-16,294,BRL,Failed,Online Banking,7.4,
1001,515936.0,Transfer,2498.17,2022-01-16,452,AUD,Failed,ATM,0.52,"-33.8688,151.2093"
1002,871007.0,Deposit,5739.12,2023-06-17,453,SGD,Failed,Branch,7.69,"1.3521,103.8198"
1003,688746.0,Transfer,2613.73,2021-05-28,287,AED,Failed,POS,1.03,"25.276987,55.296249"
1004,256253.0,Deposit,8766.48,2022-06-01,341,ZAR,Failed,Branch,2.32,"-33.9249,18.4241"
1005,427261.0,Transfer,5649.36,2021-01-31,86,ZAR,Reversed,,0.35,"-33.9249,18.4241"
1006,375003.0,Withdrawal,5401.47,2022-12-06,475,GBP,Completed,ATM,2.81,"51.5074,-0.1278"
1007,447508.0,Payment,2654.85,2020-02-25,170,JPY,Completed,Branch,8.93,"35.6895,139.6917"
1008,822415.0,Deposit,6557.72,2022-01-12,110,EUR,Reversed,Mobile App,9.1,"48.8566,2.3522"
1009,137137.0,Payment,2096.83,2024-11-18,434,ZAR,Pending,Branch,6.08,"-33.9249,18.4241"
1010,694357.0,Transfer,8802.48,2020-05-02,75,EUR,Pending,Mobile App,4.8,"52.52,13.405"
1011,220531.0,Payment,1397.13,2019-04-10,84,EUR,Failed,Branch,5.75,"52.52,13.405"
1012,907257.0,Payment,3758.09,2023-10-13,307,USD,Pending,POS,4.57,"-23.5505,-46.6333"
1013,486138.0,Withdrawal,1285.84,2024-09-28,304,ZAR,Completed,Mobile App,9.68,"-33.9249,18.4241"
1014,912524.0,Deposit,144.12,2024-03-08,82,EUR,Reversed,POS,6.48,"48.8566,2.3522"
1015,406988.0,Payment,7346.64,2020-05-03,161,AED,Failed,Online Banking,2.62,"25.276987,55.296249"
1016,805429.0,Payment,6294.17,2024-03-12,167,GBP,Failed,POS,8.64,"51.5074,-0.1278"
1017,467648.0,Withdrawal,1721.7,2021-02-27,489,SGD,Completed,Mobile App,8.42,"19.076,72.8777"
1018,912856.0,Deposit,9524.18,2024-12-28,289,AUD,Reversed,POS,2.49,"-33.8688,151.2093"
1019,382633.0,Transfer,9372.12,2021-08-31,368,CAD,Completed,Mobile App,4.89,"43.65107,-79.347015"
1020,127438.0,Transfer,5332.95,2022-09-20,92,JPY,Pending,Branch,3.19,"35.6895,139.6917"
1021,203184.0,Payment,3310.75,2021-01-25,100,ZAR,Reversed,POS,7.94,"-33.9249,18.4241"
1022,481113.0,Transfer,7708.7,2024-03-02,10,JPY,Reversed,Online Banking,3.74,"35.6895,139.6917"
1023,751257.0,Withdrawal,1050.76,2024-12-18,77,EUR,Completed,Mobile App,5.77,"48.8566,2.3522"
1024,719838.0,Transfer,9836.81,2022-12-02,238,AED,Failed,,1.11,"25.276987,55.296249"
1025,216020.0,,2843.04,2024-07-25,188,AUD,Completed,Branch,6.39,"-33.8688,151.2093"
1026,370623.0,Transfer,2104.41,2022-07-21,148,AUD,Completed,Online Banking,6.34,"-23.5505,-46.6333"
1027,116416.0,Payment,1425.13,2024-09-16,167,CAD,Pending,Mobile App,6.78,"-33.8688,151.2093"
1028,300599.0,Deposit,4436.48,2022-10-14,416,BRL,Reversed,Online Banking,1.69,"-23.5505,-46.6333"
